;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
1291;8.2;0.635;0.1;2.1;0.073;25.0;60.0;0.9963799999999999;3.29;0.75;10.9;good
1294;8.2;0.635;0.1;2.1;0.073;25.0;60.0;0.9963799999999999;3.29;0.75;10.9;good
858;11.7;0.28;0.47;1.7;0.054000000000000006;17.0;32.0;0.9968600000000001;3.15;0.67;10.6;excellent
119;7.0;0.69;0.08;1.8;0.09699999999999999;22.0;89.0;0.9959;3.34;0.54;9.2;good
1040;7.4;0.965;0.0;2.2;0.08800000000000001;16.0;32.0;0.99756;3.58;0.67;10.2;good
446;12.5;0.38;0.6;2.6;0.081;31.0;72.0;0.9996;3.1;0.73;10.5;good
631;10.4;0.28;0.54;2.7;0.105;5.0;19.0;0.9988;3.25;0.63;9.5;good
786;9.9;0.35;0.41;2.3;0.083;11.0;61.0;0.9982;3.21;0.5;9.5;good
952;8.2;0.31;0.4;2.2;0.057999999999999996;6.0;10.0;0.99536;3.31;0.68;11.2;excellent
39;7.3;0.45;0.36;5.9;0.07400000000000001;12.0;87.0;0.9978;3.33;0.83;10.5;good
1186;6.6;0.8;0.03;7.8;0.079;6.0;12.0;0.9963;3.52;0.5;12.2;good
552;9.5;0.46;0.24;2.7;0.092;14.0;44.0;0.998;3.12;0.74;10.0;good
717;7.6;0.46;0.11;2.6;0.079;12.0;49.0;0.9968;3.21;0.57;10.0;good
1107;9.1;0.3;0.41;2.0;0.068;10.0;24.0;0.99523;3.27;0.85;11.7;excellent
832;10.4;0.44;0.42;1.5;0.145;34.0;48.0;0.9983200000000001;3.38;0.86;9.9;poor
846;6.4;0.64;0.21;1.8;0.081;14.0;31.0;0.9968899999999999;3.59;0.66;9.8;good
628;8.7;0.54;0.26;2.5;0.09699999999999999;7.0;31.0;0.9976;3.27;0.6;9.3;good
855;7.6;0.735;0.02;2.5;0.071;10.0;14.0;0.9953799999999999;3.51;0.71;11.7;excellent
97;7.0;0.5;0.25;2.0;0.07;3.0;22.0;0.9963;3.25;0.63;9.2;good
915;8.6;0.315;0.4;2.2;0.079;3.0;6.0;0.9951200000000001;3.27;0.67;11.9;good
1104;8.0;0.48;0.34;2.2;0.073;16.0;25.0;0.9936;3.28;0.66;12.4;good
872;7.3;0.35;0.24;2.0;0.067;28.0;48.0;0.9957600000000001;3.43;0.54;10.0;poor
213;8.2;0.57;0.26;2.2;0.06;28.0;65.0;0.9959;3.3;0.43;10.1;good
441;11.9;0.4;0.65;2.15;0.068;7.0;27.0;0.9988;3.06;0.68;11.3;good
1245;7.4;0.55;0.19;1.8;0.08199999999999999;15.0;34.0;0.99655;3.49;0.68;10.5;good
1558;6.9;0.63;0.33;6.7;0.235;66.0;115.0;0.99787;3.22;0.56;9.5;good
247;8.2;0.6;0.17;2.3;0.07200000000000001;11.0;73.0;0.9963;3.2;0.45;9.3;good
671;8.2;0.73;0.21;1.7;0.07400000000000001;5.0;13.0;0.9968;3.2;0.52;9.5;good
882;8.4;0.31;0.29;3.1;0.19399999999999998;14.0;26.0;0.99536;3.22;0.78;12.0;good
790;7.4;0.37;0.43;2.6;0.08199999999999999;18.0;82.0;0.99708;3.33;0.68;9.7;good
1502;7.3;0.585;0.18;2.4;0.078;15.0;60.0;0.9963799999999999;3.31;0.54;9.8;good
945;10.2;0.44;0.42;2.0;0.071;7.0;20.0;0.99566;3.14;0.79;11.1;excellent
701;7.0;0.65;0.02;2.1;0.066;8.0;25.0;0.9972;3.47;0.67;9.5;good
849;6.4;0.63;0.21;1.6;0.08;12.0;32.0;0.9968899999999999;3.58;0.66;9.8;good
1515;6.9;0.84;0.21;4.1;0.07400000000000001;16.0;65.0;0.9984200000000001;3.53;0.72;9.25;good
563;7.6;0.29;0.49;2.7;0.092;25.0;60.0;0.9971;3.31;0.61;10.1;good
113;10.1;0.31;0.44;2.3;0.08;22.0;46.0;0.9988;3.32;0.67;9.7;good
538;12.9;0.35;0.49;5.8;0.066;5.0;35.0;1.0014;3.2;0.66;12.0;excellent
989;9.7;0.295;0.4;1.5;0.073;14.0;21.0;0.99556;3.14;0.51;10.9;good
831;5.9;0.61;0.08;2.1;0.071;16.0;24.0;0.9937600000000001;3.56;0.77;11.1;good
1298;5.7;0.6;0.0;1.4;0.063;11.0;18.0;0.9919100000000001;3.45;0.56;12.2;good
368;10.3;0.34;0.52;2.8;0.159;15.0;75.0;0.9998;3.18;0.64;9.4;good
38;5.7;1.13;0.09;1.5;0.172;7.0;19.0;0.9940000000000001;3.5;0.48;9.8;poor
1236;7.8;0.55;0.0;1.7;0.07;7.0;17.0;0.99659;3.26;0.64;9.4;good
780;7.0;0.57;0.0;2.0;0.19;12.0;45.0;0.9967600000000001;3.31;0.6;9.4;good
311;7.9;0.53;0.24;2.0;0.07200000000000001;15.0;105.0;0.996;3.27;0.54;9.4;good
653;9.4;0.33;0.59;2.8;0.079;9.0;30.0;0.9976;3.12;0.54;12.0;good
1255;6.1;0.64;0.02;2.4;0.069;26.0;46.0;0.9935799999999999;3.47;0.45;11.0;good
1481;8.2;0.28;0.6;3.0;0.10400000000000001;10.0;22.0;0.99828;3.39;0.68;10.6;good
929;8.7;0.33;0.38;3.3;0.063;10.0;19.0;0.9946799999999999;3.3;0.73;12.0;excellent
1406;8.2;0.24;0.34;5.1;0.062;8.0;22.0;0.9974;3.22;0.94;10.9;good
1437;6.8;0.915;0.29;4.8;0.07;15.0;39.0;0.99577;3.53;0.54;11.1;good
606;9.4;0.41;0.48;4.6;0.07200000000000001;10.0;20.0;0.9973;3.34;0.79;12.2;excellent
598;8.5;0.585;0.18;2.1;0.078;5.0;30.0;0.9967;3.2;0.48;9.8;good
767;7.5;0.6;0.32;2.7;0.10300000000000001;13.0;98.0;0.9993799999999999;3.45;0.62;9.5;good
35;7.8;0.645;0.0;5.5;0.086;5.0;18.0;0.9986;3.4;0.55;9.6;good
750;8.3;0.65;0.1;2.9;0.08900000000000001;17.0;40.0;0.99803;3.29;0.55;9.5;good
1242;9.0;0.4;0.41;2.0;0.057999999999999996;15.0;40.0;0.9941399999999999;3.22;0.6;12.2;good
624;6.8;0.69;0.0;5.6;0.124;21.0;58.0;0.9997;3.46;0.72;10.2;good
610;8.8;0.24;0.54;2.5;0.083;25.0;57.0;0.9983;3.39;0.54;9.2;good
1033;7.5;0.57;0.08;2.6;0.08900000000000001;14.0;27.0;0.99592;3.3;0.59;10.4;good
90;7.9;0.52;0.26;1.9;0.079;42.0;140.0;0.9964;3.23;0.54;9.5;good
303;7.4;0.67;0.12;1.6;0.18600000000000003;5.0;21.0;0.996;3.39;0.54;9.5;good
318;9.8;0.66;0.39;3.2;0.083;21.0;59.0;0.9989;3.37;0.71;11.5;excellent
98;7.6;0.9;0.06;2.5;0.079;5.0;10.0;0.9967;3.39;0.56;9.8;good
0;7.4;0.7;0.0;1.9;0.076;11.0;34.0;0.9978;3.51;0.56;9.4;good
211;8.0;0.725;0.24;2.8;0.083;10.0;62.0;0.99685;3.35;0.56;10.0;good
793;7.7;0.6;0.0;2.6;0.055;7.0;13.0;0.99639;3.38;0.56;10.8;good
92;8.6;0.49;0.29;2.0;0.11;19.0;133.0;0.9972;2.93;1.98;9.8;good
518;10.9;0.21;0.49;2.8;0.08800000000000001;11.0;32.0;0.9972;3.22;0.68;11.7;good
709;9.7;0.31;0.47;1.6;0.062;13.0;33.0;0.9983;3.27;0.66;10.0;good
768;7.1;0.59;0.02;2.3;0.08199999999999999;24.0;94.0;0.99744;3.55;0.53;9.7;good
1432;5.9;0.44;0.0;1.6;0.042;3.0;11.0;0.9944;3.48;0.85;11.7;good
1396;8.7;0.675;0.1;1.6;0.09;4.0;11.0;0.99745;3.31;0.65;9.55;good
500;7.8;0.52;0.25;1.9;0.081;14.0;38.0;0.9984;3.43;0.65;9.0;good
749;7.3;0.51;0.18;2.1;0.07;12.0;28.0;0.9976799999999999;3.52;0.73;9.5;good
1566;6.7;0.16;0.64;2.1;0.059000000000000004;24.0;52.0;0.9949399999999999;3.34;0.71;11.2;good
1456;6.0;0.54;0.06;1.8;0.05;38.0;89.0;0.99236;3.3;0.5;10.55;good
735;7.7;0.965;0.1;2.1;0.11199999999999999;11.0;22.0;0.9963;3.26;0.5;9.5;good
514;10.5;0.51;0.64;2.4;0.107;6.0;15.0;0.9973;3.09;0.66;11.8;excellent
438;10.4;0.41;0.55;3.2;0.076;22.0;54.0;0.9996;3.15;0.89;9.9;good
1288;7.0;0.6;0.3;4.5;0.068;20.0;110.0;0.9991399999999999;3.3;1.17;10.2;good
1097;8.6;0.52;0.38;1.5;0.096;5.0;18.0;0.99666;3.2;0.52;9.4;good
626;8.8;0.6;0.29;2.2;0.098;5.0;15.0;0.9988;3.36;0.49;9.1;good
59;7.3;0.39;0.31;2.4;0.07400000000000001;9.0;46.0;0.9962;3.41;0.54;9.4;good
228;7.7;0.43;0.25;2.6;0.073;29.0;63.0;0.99615;3.37;0.58;10.5;good
1195;6.2;0.43;0.22;1.8;0.078;21.0;56.0;0.9963299999999999;3.52;0.6;9.5;good
1;7.8;0.88;0.0;2.6;0.098;25.0;67.0;0.9968;3.2;0.68;9.8;good
1548;11.2;0.4;0.5;2.0;0.099;19.0;50.0;0.9978299999999999;3.1;0.58;10.4;good
248;7.7;0.53;0.06;1.7;0.07400000000000001;9.0;39.0;0.99615;3.35;0.48;9.8;good
280;11.4;0.26;0.44;3.6;0.071;6.0;19.0;0.9986;3.12;0.82;9.3;good
389;9.6;0.38;0.31;2.5;0.096;16.0;49.0;0.9982;3.19;0.7;10.0;excellent
880;9.2;0.56;0.18;1.6;0.078;10.0;21.0;0.9957600000000001;3.15;0.49;9.9;good
60;8.8;0.4;0.4;2.2;0.079;19.0;52.0;0.998;3.44;0.64;9.2;good
745;7.3;0.51;0.18;2.1;0.07;12.0;28.0;0.9976799999999999;3.52;0.73;9.5;good
25;6.3;0.39;0.16;1.4;0.08;11.0;23.0;0.9955;3.34;0.56;9.3;good
407;12.0;0.39;0.66;3.0;0.09300000000000001;12.0;30.0;0.9996;3.18;0.63;10.8;excellent
1428;7.8;0.64;0.0;1.9;0.07200000000000001;27.0;55.0;0.9962;3.31;0.63;11.0;good
449;11.9;0.39;0.69;2.8;0.095;17.0;35.0;0.9994;3.1;0.61;10.8;good
868;6.8;0.56;0.22;1.8;0.07400000000000001;15.0;24.0;0.9943799999999999;3.4;0.82;11.2;good
337;7.8;0.43;0.32;2.8;0.08;29.0;58.0;0.9974;3.31;0.64;10.3;good
104;7.2;0.49;0.24;2.2;0.07;5.0;36.0;0.996;3.33;0.48;9.4;good
290;8.7;0.52;0.09;2.5;0.091;20.0;49.0;0.9976;3.34;0.86;10.6;excellent
1499;6.9;0.74;0.03;2.3;0.054000000000000006;7.0;16.0;0.99508;3.45;0.63;11.5;good
810;7.3;0.49;0.1;2.6;0.068;4.0;14.0;0.9956200000000001;3.3;0.47;10.5;good
355;6.7;0.75;0.01;2.4;0.078;17.0;32.0;0.9955;3.55;0.61;12.8;good
1219;9.0;0.39;0.4;1.3;0.044000000000000004;25.0;50.0;0.9947799999999999;3.2;0.83;10.9;good
891;7.2;0.66;0.03;2.3;0.078;16.0;86.0;0.9974299999999999;3.53;0.57;9.7;good
64;7.2;0.725;0.05;4.65;0.086;4.0;11.0;0.9962;3.41;0.39;10.9;good
21;7.6;0.39;0.31;2.3;0.08199999999999999;23.0;71.0;0.9982;3.52;0.65;9.7;good
209;11.0;0.3;0.58;2.1;0.054000000000000006;7.0;19.0;0.998;3.31;0.88;10.5;excellent
1273;7.5;0.58;0.2;2.0;0.073;34.0;44.0;0.9949399999999999;3.1;0.43;9.3;good
1231;7.8;0.815;0.01;2.6;0.07400000000000001;48.0;90.0;0.99621;3.38;0.62;10.8;good
432;11.9;0.37;0.69;2.3;0.078;12.0;24.0;0.9958;3.0;0.65;12.8;good
241;12.0;0.38;0.56;2.1;0.09300000000000001;6.0;24.0;0.99925;3.14;0.71;10.9;good
45;4.6;0.52;0.15;2.1;0.054000000000000006;8.0;65.0;0.9934;3.9;0.56;13.1;poor
766;8.8;0.59;0.18;2.9;0.08900000000000001;12.0;74.0;0.9973799999999999;3.14;0.54;9.4;good
345;7.0;0.685;0.0;1.9;0.067;40.0;63.0;0.9979;3.6;0.81;9.9;good
1183;6.8;0.66;0.07;1.6;0.07;16.0;61.0;0.99572;3.29;0.6;9.3;good
1196;7.9;0.58;0.23;2.3;0.076;23.0;94.0;0.9968600000000001;3.21;0.58;9.5;good
1317;9.9;0.44;0.46;2.2;0.091;10.0;41.0;0.9963799999999999;3.18;0.69;11.9;good
50;8.8;0.66;0.26;1.7;0.07400000000000001;4.0;23.0;0.9971;3.15;0.74;9.2;good
1520;6.5;0.53;0.06;2.0;0.063;29.0;44.0;0.9948899999999999;3.38;0.83;10.3;good
557;15.6;0.645;0.49;4.2;0.095;10.0;23.0;1.00315;2.92;0.74;11.1;good
1476;9.9;0.5;0.5;13.8;0.205;48.0;82.0;1.00242;3.16;0.75;8.8;good
1401;7.9;0.69;0.21;2.1;0.08;33.0;141.0;0.9962;3.25;0.51;9.9;good
1158;6.7;0.41;0.43;2.8;0.076;22.0;54.0;0.99572;3.42;1.16;10.6;good
608;10.1;0.65;0.37;5.1;0.11;11.0;65.0;1.0026;3.32;0.64;10.4;good
636;9.6;0.88;0.28;2.4;0.086;30.0;147.0;0.9979;3.24;0.53;9.4;good
984;12.2;0.45;0.49;1.4;0.075;3.0;6.0;0.9969;3.13;0.63;10.4;good
520;9.8;0.25;0.49;2.7;0.08800000000000001;15.0;33.0;0.9982;3.42;0.9;10.0;good
642;9.9;0.54;0.45;2.3;0.071;16.0;40.0;0.9991;3.39;0.62;9.4;good
540;9.2;0.59;0.24;3.3;0.10099999999999999;20.0;47.0;0.9988;3.26;0.67;9.6;good
1244;5.9;0.29;0.25;13.4;0.067;72.0;160.0;0.99721;3.33;0.54;10.3;good
1237;7.1;0.75;0.01;2.2;0.059000000000000004;11.0;18.0;0.9924200000000001;3.39;0.4;12.8;good
353;13.5;0.53;0.79;4.8;0.12;23.0;77.0;1.0018;3.18;0.77;13.0;good
1191;6.5;0.885;0.0;2.3;0.166;6.0;12.0;0.99551;3.56;0.51;10.8;good
968;9.0;0.4;0.43;2.4;0.068;29.0;46.0;0.9943;3.2;0.6;12.2;good
692;8.6;0.49;0.51;2.0;0.42200000000000004;16.0;62.0;0.9979;3.03;1.17;9.0;good
182;7.2;0.73;0.02;2.5;0.076;16.0;42.0;0.9972;3.44;0.52;9.3;good
612;7.5;0.64;0.0;2.4;0.077;18.0;29.0;0.9965;3.32;0.6;10.0;good
1408;8.1;0.29;0.36;2.2;0.048;35.0;53.0;0.995;3.27;1.01;12.4;excellent
397;11.5;0.59;0.59;2.6;0.087;13.0;49.0;0.9988;3.18;0.65;11.0;good
527;7.0;0.38;0.49;2.5;0.09699999999999999;33.0;85.0;0.9962;3.39;0.77;11.4;good
948;8.9;0.12;0.45;1.8;0.075;10.0;21.0;0.9955200000000001;3.41;0.76;11.9;excellent
695;5.1;0.47;0.02;1.3;0.034;18.0;44.0;0.9921;3.9;0.62;12.8;good
696;7.0;0.65;0.02;2.1;0.066;8.0;25.0;0.9972;3.47;0.67;9.5;good
791;8.8;0.64;0.17;2.9;0.084;25.0;130.0;0.99818;3.23;0.54;9.6;good
979;12.2;0.45;0.49;1.4;0.075;3.0;6.0;0.9969;3.13;0.63;10.4;good
1266;7.2;0.57;0.05;2.3;0.081;16.0;36.0;0.99564;3.38;0.6;10.3;good
843;7.1;0.685;0.35;2.0;0.08800000000000001;9.0;92.0;0.9963;3.28;0.62;9.4;good
729;6.4;0.865;0.03;3.2;0.071;27.0;58.0;0.995;3.61;0.49;12.7;good
867;6.9;0.51;0.23;2.0;0.07200000000000001;13.0;22.0;0.9943799999999999;3.4;0.84;11.2;good
492;8.9;0.4;0.51;2.6;0.052000000000000005;13.0;27.0;0.995;3.32;0.9;13.4;excellent
350;10.7;0.67;0.22;2.7;0.107;17.0;34.0;1.0004;3.28;0.98;9.9;good
1596;6.3;0.51;0.13;2.3;0.076;29.0;40.0;0.99574;3.42;0.75;11.0;good
322;7.8;0.62;0.05;2.3;0.079;6.0;18.0;0.99735;3.29;0.63;9.3;good
28;7.1;0.71;0.0;1.9;0.08;14.0;35.0;0.9972;3.47;0.55;9.4;good
706;7.0;0.78;0.08;2.0;0.09300000000000001;10.0;19.0;0.9956;3.4;0.47;10.0;good
401;7.7;0.26;0.3;1.7;0.059000000000000004;20.0;38.0;0.9949;3.29;0.47;10.8;good
1353;7.6;0.645;0.03;1.9;0.086;14.0;57.0;0.9969;3.37;0.46;10.3;good
838;10.1;0.31;0.35;1.6;0.075;9.0;28.0;0.99672;3.24;0.83;11.2;excellent
1407;6.0;0.51;0.0;2.1;0.064;40.0;54.0;0.995;3.54;0.93;10.7;good
230;5.2;0.48;0.04;1.6;0.054000000000000006;19.0;106.0;0.9927;3.54;0.62;12.2;excellent
419;6.8;0.77;0.0;1.8;0.066;34.0;52.0;0.9976;3.62;0.68;9.9;good
883;7.2;0.6;0.04;2.5;0.076;18.0;88.0;0.99745;3.53;0.55;9.5;good
1533;8.0;0.39;0.3;1.9;0.07400000000000001;32.0;84.0;0.9971700000000001;3.39;0.61;9.0;good
485;10.2;0.67;0.39;1.9;0.054000000000000006;6.0;17.0;0.9976;3.17;0.47;10.0;good
743;11.6;0.41;0.58;2.8;0.096;25.0;101.0;1.00024;3.13;0.53;10.0;good
1018;8.0;0.18;0.37;0.9;0.049;36.0;109.0;0.9900700000000001;2.89;0.44;12.7;good
1280;7.1;0.46;0.2;1.9;0.077;28.0;54.0;0.9956;3.37;0.64;10.4;good
270;7.9;0.545;0.06;4.0;0.087;27.0;61.0;0.9965;3.36;0.67;10.7;good
1562;7.2;0.695;0.13;2.0;0.076;12.0;20.0;0.99546;3.29;0.54;10.1;good
302;8.3;0.705;0.12;2.6;0.092;12.0;28.0;0.9994;3.51;0.72;10.0;good
978;7.0;0.4;0.32;3.6;0.061;9.0;29.0;0.99416;3.28;0.49;11.3;excellent
1593;6.8;0.62;0.08;1.9;0.068;28.0;38.0;0.99651;3.42;0.82;9.5;good
686;7.1;0.65;0.18;1.8;0.07;13.0;40.0;0.997;3.44;0.6;9.1;good
1250;7.1;0.6;0.01;2.3;0.079;24.0;37.0;0.9951399999999999;3.4;0.61;10.9;good
1393;8.0;0.52;0.25;2.0;0.078;19.0;59.0;0.9961200000000001;3.3;0.48;10.2;good
895;7.1;0.59;0.01;2.3;0.08;27.0;43.0;0.9955;3.42;0.58;10.7;good
422;7.7;0.96;0.2;2.0;0.047;15.0;60.0;0.9955;3.36;0.44;10.9;good
308;10.3;0.43;0.44;2.4;0.214;5.0;12.0;0.9994;3.19;0.63;9.5;good
533;10.3;0.27;0.24;2.1;0.07200000000000001;15.0;33.0;0.9956;3.22;0.66;12.8;good
229;6.9;0.52;0.25;2.6;0.081;10.0;37.0;0.99685;3.46;0.5;11.0;good
469;8.7;0.82;0.02;1.2;0.07;36.0;48.0;0.9952;3.2;0.58;9.8;good
1315;7.5;0.63;0.27;2.0;0.083;17.0;91.0;0.99616;3.26;0.58;9.8;good
1243;8.3;0.56;0.22;2.4;0.08199999999999999;10.0;86.0;0.9983;3.37;0.62;9.5;good
1156;8.5;0.18;0.51;1.75;0.071;45.0;88.0;0.99524;3.33;0.76;11.8;excellent
1136;10.4;0.52;0.45;2.0;0.08;6.0;13.0;0.99774;3.22;0.76;11.4;good
1444;7.3;0.67;0.02;2.2;0.07200000000000001;31.0;92.0;0.99566;3.32;0.68;11.1;good
1478;7.1;0.875;0.05;5.7;0.08199999999999999;3.0;14.0;0.99808;3.4;0.52;10.2;poor
1451;7.8;0.32;0.44;2.7;0.10400000000000001;8.0;17.0;0.9973200000000001;3.33;0.78;11.0;excellent
139;7.8;0.56;0.19;2.0;0.081;17.0;108.0;0.9962;3.32;0.54;9.5;good
150;7.3;0.33;0.47;2.1;0.077;5.0;11.0;0.9958;3.33;0.53;10.3;good
962;6.6;0.57;0.02;2.1;0.115;6.0;16.0;0.99654;3.38;0.69;9.5;good
149;8.2;0.4;0.44;2.8;0.08900000000000001;11.0;43.0;0.9975;3.53;0.61;10.5;good
1205;7.2;0.36;0.46;2.1;0.07400000000000001;24.0;44.0;0.99534;3.4;0.85;11.0;excellent
1411;6.4;0.47;0.4;2.4;0.071;8.0;19.0;0.9963;3.56;0.73;10.6;good
1510;6.4;0.36;0.21;2.2;0.047;26.0;48.0;0.99661;3.47;0.77;9.7;good
1276;8.5;0.4;0.4;6.3;0.05;3.0;10.0;0.99566;3.28;0.56;12.0;poor
763;9.3;0.655;0.26;2.0;0.096;5.0;35.0;0.9973799999999999;3.25;0.42;9.6;good
74;9.7;0.32;0.54;2.5;0.094;28.0;83.0;0.9984;3.28;0.82;9.6;good
1081;7.9;0.3;0.68;8.3;0.05;37.5;289.0;0.99316;3.01;0.51;12.3;excellent
1164;9.0;0.785;0.24;1.7;0.078;10.0;21.0;0.99692;3.29;0.67;10.0;good
1099;8.6;0.52;0.38;1.5;0.096;5.0;18.0;0.99666;3.2;0.52;9.4;good
865;7.2;0.635;0.07;2.6;0.077;16.0;86.0;0.9974799999999999;3.51;0.54;9.7;good
434;10.4;0.41;0.55;3.2;0.076;22.0;54.0;0.9996;3.15;0.89;9.9;good
1532;7.2;0.53;0.13;2.0;0.057999999999999996;18.0;22.0;0.9957299999999999;3.21;0.68;9.9;good
388;7.8;0.46;0.26;1.9;0.08800000000000001;23.0;53.0;0.9981;3.43;0.74;9.2;good
797;9.3;0.37;0.44;1.6;0.038;21.0;42.0;0.99526;3.24;0.81;10.8;excellent
183;6.8;0.61;0.2;1.8;0.077;11.0;65.0;0.9971;3.54;0.58;9.3;good
609;6.3;0.36;0.19;3.2;0.075;15.0;39.0;0.9956;3.56;0.52;12.7;good
231;8.0;0.38;0.06;1.8;0.078;12.0;49.0;0.99625;3.37;0.52;9.9;good
556;10.9;0.53;0.49;4.6;0.11800000000000001;10.0;17.0;1.0002;3.07;0.56;11.7;good
1357;7.3;0.43;0.24;2.5;0.078;27.0;67.0;0.9964799999999999;3.6;0.59;11.1;good
42;7.5;0.49;0.2;2.6;0.332;8.0;14.0;0.9968;3.21;0.9;10.5;good
1150;8.2;0.33;0.32;2.8;0.067;4.0;12.0;0.9947299999999999;3.3;0.76;12.8;excellent
96;6.8;0.775;0.0;3.0;0.102;8.0;23.0;0.9965;3.45;0.56;10.7;good
879;7.2;0.6;0.04;2.5;0.076;18.0;88.0;0.99745;3.53;0.55;9.5;good
87;7.7;0.49;0.26;1.9;0.062;9.0;31.0;0.9966;3.39;0.64;9.6;good
198;5.4;0.835;0.08;1.2;0.046;13.0;93.0;0.9924;3.57;0.85;13.0;excellent
597;11.9;0.58;0.58;1.9;0.071;5.0;18.0;0.998;3.09;0.63;10.0;good
681;8.0;0.45;0.23;2.2;0.094;16.0;29.0;0.9962;3.21;0.49;10.2;good
418;11.9;0.38;0.51;2.0;0.121;7.0;20.0;0.9996;3.24;0.76;10.4;good
40;7.3;0.45;0.36;5.9;0.07400000000000001;12.0;87.0;0.9978;3.33;0.83;10.5;good
1194;7.0;0.745;0.12;1.8;0.114;15.0;64.0;0.9958799999999999;3.22;0.59;9.5;good
756;6.3;0.98;0.01;2.0;0.057;15.0;33.0;0.9948799999999999;3.6;0.46;11.2;good
878;8.8;0.61;0.19;4.0;0.094;30.0;69.0;0.99787;3.22;0.5;10.0;good
580;12.3;0.5;0.49;2.2;0.08900000000000001;5.0;14.0;1.0002;3.19;0.44;9.6;good
861;5.8;1.01;0.66;2.0;0.039;15.0;88.0;0.9935700000000001;3.66;0.6;11.5;good
1076;9.9;0.32;0.56;2.0;0.073;3.0;8.0;0.99534;3.15;0.73;11.4;good
707;7.4;0.49;0.19;3.0;0.077;16.0;37.0;0.9966;3.37;0.51;10.5;good
661;7.5;0.42;0.31;1.6;0.08;15.0;42.0;0.9978;3.31;0.64;9.0;good
510;12.4;0.42;0.49;4.6;0.073;19.0;43.0;0.9978;3.02;0.61;9.5;good
641;9.5;0.59;0.44;2.3;0.071;21.0;68.0;0.9992;3.46;0.63;9.5;good
1308;9.7;0.69;0.32;2.5;0.08800000000000001;22.0;91.0;0.9979;3.29;0.62;10.1;good
321;9.3;0.61;0.26;3.4;0.09;25.0;87.0;0.99975;3.24;0.62;9.7;good
